RA,DEC,zCMB,x1,e_x1,c,e_c,mB,e_mB
211.159515,33.190571000000006,0.04584,1.38437,0.16235,0.15041,0.037270099999999994,17.50887,0.0625491
333.55465699999996,12.704131,0.053439999999999994,0.66472,0.0921094,-0.0137102,0.0304621,17.18815,0.0423744
189.09758,47.056103,0.03782,-2.36815,0.12771,0.052496,0.0303416,17.39378,0.043272000000000005
104.40519,35.103786,0.048060000000000005,0.55591,0.18843,-0.0729227,0.0326433,17.05431,0.0495394
270.517731,36.409240999999994,0.05171,1.0535,0.21486,0.0320473,0.0321621,17.331310000000002,0.04606969999999999
202.72403,50.724255,0.04409,-1.6693,0.14967,-0.0487244,0.030907,17.297929999999997,0.0446163
332.428162,20.689873000000002,0.046830000000000004,-2.0201700000000002,0.30501999999999996,-0.0732551,0.053723400000000004,17.15154,0.10079
127.87841,34.875957,0.039439999999999996,-1.7000400000000002,0.11497,0.07142849999999999,0.0336544,17.39087,0.053669100000000004
190.845596,68.278008,0.04236,0.21316,0.51636,0.24474,0.0400817,17.68154,0.0790087
236.456177,48.65213,0.04757,0.10071000000000001,0.1379,-0.0652551,0.0330824,17.28142,0.0523962
333.605316,39.943077,0.03595,-1.52531,0.19141,0.0477874,0.0337814,17.10586,0.053789
189.931442,37.106316,0.05725,1.01954,0.20975,-0.08054510000000001,0.0328385,17.28985,0.0469856
215.199646,77.236435,0.04987,0.45241000000000003,0.19179000000000002,0.0163019,0.0320279,17.37173,0.043989099999999996
238.21942099999998,64.61615,0.049389999999999996,-0.41274799999999995,0.10225,-0.0517359,0.0303236,17.32757,0.0417696
21.939095000000002,3.013921,0.05487,0.71487,0.22991,-0.0928794,0.0314803,17.289579999999997,0.044385
88.143013,74.800888,0.03875,-2.3157799999999997,0.66783,-0.11734000000000001,0.0328599,16.84098,0.055322
191.841431,47.367020000000004,0.047939999999999997,-0.163537,0.0905685,0.15325999999999998,0.032598300000000004,17.63431,0.045028399999999996
207.041809,31.930840999999997,0.0488,-0.326027,0.2236,-0.014905799999999999,0.030106900000000002,17.41003,0.0419171
30.964287,1.701934,0.04546,-0.36998400000000004,0.08829580000000001,0.15872999999999998,0.0308243,17.61487,0.0430827
239.69627400000002,46.821442,0.047310000000000005,0.5906,0.17579,0.1665,0.0326748,17.662760000000002,0.0468561
172.261246,47.246928999999994,0.049589999999999995,0.29805,0.12487000000000001,0.0163702,0.0334114,17.45107,0.04693
280.953949,48.740219,0.053110000000000004,0.80494,0.25388,-0.00489137,0.039287699999999995,17.328979999999998,0.0687357
201.072968,54.805626000000004,0.054439999999999995,0.51385,0.2386,-0.0985753,0.0303462,17.310589999999998,0.0467621
115.290573,0.149849,0.04646,-1.45716,0.60296,-0.0406935,0.0319327,17.32265,0.043760400000000005
208.80429099999998,23.855406,0.04505,-2.3256099999999997,0.17252,-0.0336548,0.029880900000000002,17.41856,0.0424819
213.452744,11.477922999999999,0.05565,-0.295952,0.18729,-0.032080000000000004,0.045152199999999997,17.41558,0.0978589
36.022984,32.202007,0.0457,-1.30782,0.19025999999999998,-0.0150827,0.036539,17.308529999999998,0.0678158
198.861313,16.956606,0.05382000000000001,0.28549,0.31982,-0.0225945,0.0401689,17.419710000000002,0.0663269
23.277964,27.301958000000003,0.04757,0.60328,0.28158,-0.023256400000000003,0.0327407,17.20005,0.0515526
268.903656,13.709578,0.05326,0.34879,0.3212,-0.114303,0.0395337,17.1162,0.0649464
149.07394399999998,31.345556,0.05331,-1.18108,0.16544,-0.05596990000000001,0.0320501,17.4072,0.0465641
238.24560499999998,22.735073,0.04165,-1.1872,0.30651999999999996,0.0578989,0.0342257,17.45652,0.0499039
4.5026470000000005,22.080187,0.041760000000000005,-0.5265770000000001,0.23192,0.10880999999999999,0.032939800000000005,17.53388,0.0470156
231.772858,68.742676,0.05295,-0.659144,0.12410999999999998,0.00412024,0.0300834,17.474510000000002,0.0412884
37.473259000000006,26.9146,0.04616,-0.861885,0.18370999999999998,0.0328125,0.035971699999999995,17.27029,0.0564466
109.070206,17.480145999999998,0.044160000000000005,1.3185,0.12015999999999999,0.13552,0.032363,17.27508,0.052448699999999994
241.106644,43.879574,0.05952999999999999,-1.24358,0.18978,-0.133497,0.049173900000000006,17.35155,0.10689000000000001
278.24206499999997,40.65786,0.0451,-2.33017,0.11025,0.10980999999999999,0.0307215,17.56186,0.0435181
59.756744,25.320864,0.039619999999999995,-2.62485,0.25319,-0.0113635,0.0437069,17.00346,0.0887939
213.32331800000003,69.536346,0.04532,0.67911,0.11227000000000001,0.19785,0.0310976,17.75667,0.0429842
138.719482,9.116378,0.04587,-1.6223,0.1293,-0.00658337,0.030519400000000002,17.437910000000002,0.0442326
120.35041000000001,60.708305,0.04349,-0.604571,0.30858,0.16427999999999998,0.0360445,17.61786,0.0555971
119.64544699999999,7.587397,0.050710000000000005,-0.9187219999999999,0.15464,0.0447846,0.036932599999999996,17.57258,0.0692345
118.51401499999999,7.847022,0.06747,1.68692,0.30423,-0.06141030000000001,0.0323371,17.4483,0.0442652
223.40264900000003,76.017464,0.04713,-0.925107,0.41767,0.00519476,0.031693099999999995,17.49545,0.044959
185.786652,25.542414,0.04969,-1.68345,0.16707,-0.018693900000000003,0.0321572,17.49294,0.047600300000000005
242.355469,31.100659999999998,0.046810000000000004,-0.0416959,0.11317,0.0473309,0.0316608,17.537329999999997,0.0444279
8.664309,52.69095600000001,0.03437,-1.276,0.09697130000000001,0.0969758,0.0315449,17.167579999999997,0.0557275
175.383469,46.528061,0.046130000000000004,0.24631,0.36578,0.0698699,0.042297,17.59477,0.09061319999999999
154.733429,27.705132,0.05791,1.14717,0.13924,0.0140512,0.030702099999999996,17.51586,0.0428779
17.506281,7.599138000000001,0.04778,-1.6405599999999998,0.10378,0.0505124,0.0304796,17.518710000000002,0.0431389
262.159668,46.950527,0.05201,-2.56664,0.36008,-0.00323216,0.061512,17.531129999999997,0.11717000000000001
272.78558300000003,38.008259,0.05014,-1.8828200000000002,0.19621,-0.07125980000000001,0.030389,17.3847,0.0426829
117.31979399999999,38.465405,0.046919999999999996,-0.6359670000000001,0.28798,0.0444641,0.0350712,17.533520000000003,0.0560898
241.214035,54.310646,0.057370000000000004,0.97735,0.29813,0.017735400000000002,0.031226499999999997,17.584529999999997,0.0420066
193.41186499999998,62.104767,0.049819999999999996,0.20786999999999997,0.10227,0.0922544,0.0320533,17.66822,0.044331300000000004
166.34321599999998,17.856033,0.05942000000000001,0.18344000000000002,0.29445,-0.09684910000000001,0.0335645,17.423779999999997,0.0496944
26.897238,5.036379,0.04649,-2.31288,0.28334000000000004,-0.00978369,0.0445024,17.48825,0.07020989999999999
226.378357,18.34874,0.06387999999999999,0.7924399999999999,0.20765999999999998,-0.0354458,0.031578300000000004,17.49417,0.044003
63.96946,76.694939,0.048139999999999995,-0.060773900000000006,0.28989000000000004,-0.0663688,0.033578199999999996,17.11804,0.0560562
271.234039,30.369431,0.04505,-0.360175,0.34946,0.000670876,0.047073199999999996,17.43554,0.08055110000000001
237.727631,8.016149,0.054470000000000005,-0.14583,0.2139,-0.0386172,0.0330781,17.4685,0.0486744
173.230164,37.382069,0.05499,-0.981517,0.37518,-0.0668125,0.0470149,17.48818,0.0993329
243.101562,7.280664,0.051160000000000004,-0.867914,0.52418,-0.0745549,0.0307377,17.39789,0.0430723
29.63147,34.549507,0.04906,-1.6608599999999998,0.32329,-0.081488,0.03747709999999999,17.35801,0.06747230000000001
130.004166,50.810673,0.043160000000000004,-0.537407,0.36399000000000004,0.14929,0.0326638,17.762629999999998,0.047118
213.398514,28.601477000000003,0.054220000000000004,-0.7632680000000001,0.19344,0.041499,0.036759,17.6556,0.053514400000000004
348.14752200000004,9.770622999999999,0.052570000000000006,1.4886700000000002,0.21134,0.0505504,0.031022900000000003,17.60476,0.042656099999999995
173.657516,38.898163000000004,0.04183,-2.25766,0.34249,0.060291,0.042589499999999995,17.663120000000003,0.0858119
182.862122,64.765335,0.05496,-1.70219,0.26942,-0.055839099999999996,0.0327824,17.53801,0.04754919999999999
74.05069,0.202262,0.04687,-0.198164,0.22286,0.17877,0.043480300000000006,17.67237,0.0845824
228.305344,1.735886,0.05882999999999999,1.37976,0.25609,-0.0101259,0.0377353,17.52094,0.06517809999999999
